cas,smiles,log_kow_input,water_solubility_input,melting_point_input,qsar_class,organism,duration,endpoint,concentration,max_log_kow,flags
000067-68-5,CS(=O)C,-1.35,1000000.0,18.55,Neutral Organics,Daphnid,,ChV,1125.0079345703125,8.0,
000067-68-5,CS(=O)C,-1.35,1000000.0,18.55,Neutral Organics,Green Algae,,ChV,743.9275512695312,8.0,
000067-68-5,CS(=O)C,-1.35,1000000.0,18.55,Neutral Organics,Fish (SW),96-hr,LC50,80786.828125,5.0,
000067-68-5,CS(=O)C,-1.35,1000000.0,18.55,Neutral Organics,Mysid,96-hr,LC50,580778.6875,5.0,
000067-68-5,CS(=O)C,-1.35,1000000.0,18.55,Neutral Organics,Fish (SW),,ChV,1133.7586669921875,8.0,
000067-68-5,CS(=O)C,-1.35,1000000.0,18.55,Neutral Organics,Mysid (SW),,ChV,135473.9375,8.0,
000067-68-5,CS(=O)C,-1.35,1000000.0,18.55,Neutral Organics,Earthworm,14-day,LC50,302.28082275390625,6.0,
000064-17-5,CCO,-0.31,1000000.0,-114.1,Neutral Organics,Fish,96-hr,LC50,4493.921875,5.0,
000064-17-5,CCO,-0.31,1000000.0,-114.1,Neutral Organics,Daphnid,48-hr,LC50,2061.552490234375,5.0,
000064-17-5,CCO,-0.31,1000000.0,-114.1,Neutral Organics,Green Algae,96-hr,EC50,635.7647094726562,6.400000095367432,
000064-17-5,CCO,-0.31,1000000.0,-114.1,Neutral Organics,Fish,,ChV,341.556396484375,8.0,
000064-17-5,CCO,-0.31,1000000.0,-114.1,Neutral Organics,Daphnid,,ChV,111.04485321044922,8.0,
000064-17-5,CCO,-0.31,1000000.0,-114.1,Neutral Organics,Green Algae,,ChV,103.541259765625,8.0,
000064-17-5,CCO,-0.31,1000000.0,-114.1,Neutral Organics,Fish (SW),96-hr,LC50,5579.81005859375,5.0,
000064-17-5,CCO,-0.31,1000000.0,-114.1,Neutral Organics,Mysid,96-hr,LC50,19829.9453125,5.0,
000064-17-5,CCO,-0.31,1000000.0,-114.1,Neutral Organics,Fish (SW),,ChV,147.77719116210938,8.0,
000064-17-5,CCO,-0.31,1000000.0,-114.1,Neutral Organics,Mysid (SW),,ChV,3398.744384765625,8.0,
000064-17-5,CCO,-0.31,1000000.0,-114.1,Neutral Organics,Earthworm,14-day,LC50,139.04693603515625,6.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Esters,Fish,96-hr,LC50,62.09882736206055,5.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Esters,Daphnid,48-hr,LC50,159.81419372558594,5.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Esters,Green Algae,96-hr,EC50,101.21746063232422,6.400000095367432,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Esters,Fish,,ChV,3.4533727169036865,8.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Esters,Daphnid,,ChV,17.731658935546875,8.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Esters,Green Algae,,ChV,27.627168655395508,8.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Esters,Fish (SW),96-hr,LC50,111.0604476928711,5.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Esters,Mysid,96-hr,LC50,103.09661865234375,5.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Esters,Fish (SW),,ChV,13.048673629760742,8.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Esters,Mysid (SW),,ChV,86004.5078125,8.0,aboveWaterSolubility
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Esters,Fish,14-day,LC50,52760.93359375,6.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Esters,Earthworm,14-day,LC50,2948.895263671875,6.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Neutral Organics,Fish,96-hr,LC50,1000.4569091796875,5.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Neutral Organics,Daphnid,48-hr,LC50,505.2093200683594,5.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Neutral Organics,Green Algae,96-hr,EC50,231.74234008789062,6.400000095367432,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Neutral Organics,Fish,,ChV,85.15838623046875,8.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Neutral Organics,Daphnid,,ChV,35.549983978271484,8.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Neutral Organics,Green Algae,,ChV,46.7406120300293,8.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Neutral Organics,Fish (SW),96-hr,LC50,1249.9609375,5.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Neutral Organics,Mysid,96-hr,LC50,2195.989990234375,5.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Neutral Organics,Fish (SW),,ChV,62.47300338745117,8.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Neutral Organics,Mysid (SW),,ChV,276.55364990234375,8.0,
000141-78-6,CCOC(=O)C,0.73,80000.0,-83.6,Neutral Organics,Earthworm,14-day,LC50,207.4485626220703,6.0,
000107-21-1,C(CO)O,-1.36,1000000.0,-13.0,Neutral Organics,Fish,96-hr,LC50,53099.55859375,5.0,
000107-21-1,C(CO)O,-1.36,1000000.0,-13.0,Neutral Organics,Daphnid,48-hr,LC50,22108.2734375,5.0,
000107-21-1,C(CO)O,-1.36,1000000.0,-13.0,Neutral Organics,Green Algae,96-hr,EC50,4566.32470703125,6.400000095367432,
000107-21-1,C(CO)O,-1.36,1000000.0,-13.0,Neutral Organics,Fish,,ChV,3599.670654296875,8.0,
000107-21-1,C(CO)O,-1.36,1000000.0,-13.0,Neutral Organics,Daphnid,,ChV,909.240478515625,8.0,
000107-21-1,C(CO)O,-1.36,1000000.0,-13.0,Neutral Organics,Green Algae,,ChV,599.2648315429688,8.0,
000107-21-1,C(CO)O,-1.36,1000000.0,-13.0,Neutral Organics,Fish (SW),96-hr,LC50,65517.1015625,5.0,
000107-21-1,C(CO)O,-1.36,1000000.0,-13.0,Neutral Organics,Mysid,96-hr,LC50,474205.59375,5.0,
000107-21-1,C(CO)O,-1.36,1000000.0,-13.0,Neutral Organics,Fish (SW),,ChV,913.866455078125,8.0,
000107-21-1,C(CO)O,-1.36,1000000.0,-13.0,Neutral Organics,Mysid (SW),,ChV,110942.6953125,8.0,
000107-21-1,C(CO)O,-1.36,1000000.0,-13.0,Neutral Organics,Earthworm,14-day,LC50,240.7169952392578,6.0,
000064-18-6,C(=O)O,-0.54,1000000.0,8.3,Neutral Organics,Fish,96-hr,LC50,7223.97705078125,5.0,
000064-18-6,C(=O)O,-0.54,1000000.0,8.3,Neutral Organics,Daphnid,48-hr,LC50,3244.3095703125,5.0,
000064-18-6,C(=O)O,-0.54,1000000.0,8.3,Neutral Organics,Green Algae,96-hr,EC50,916.4110107421875,6.400000095367432,
000064-18-6,C(=O)O,-0.54,1000000.0,8.3,Neutral Organics,Fish,,ChV,535.468994140625,8.0,
000064-18-6,C(=O)O,-0.54,1000000.0,8.3,Neutral Organics,Daphnid,,ChV,164.7245330810547,8.0,
000064-18-6,C(=O)O,-0.54,1000000.0,8.3,Neutral Organics,Green Algae,,ChV,142.3535614013672,8.0,
000064-18-6,C(=O)O,-0.54,1000000.0,8.3,Neutral Organics,Fish (SW),96-hr,LC50,8957.201171875,5.0,
000064-18-6,C(=O)O,-0.54,1000000.0,8.3,Neutral Organics,Mysid,96-hr,LC50,37199.76953125,5.0,
000064-18-6,C(=O)O,-0.54,1000000.0,8.3,Neutral Organics,Fish (SW),,ChV,206.14097595214844,8.0,
000064-18-6,C(=O)O,-0.54,1000000.0,8.3,Neutral Organics,Mysid (SW),,ChV,6825.5625,8.0,
000064-18-6,C(=O)O,-0.54,1000000.0,8.3,Neutral Organics,Earthworm,14-day,LC50,146.75750732421875,6.0,
